평균 상대습도(%),일시,실효습도
66.5,20190818,58.537017000000006
60.6,20190819,55.93401000000001
56.3,20190820,51.90928500000001
67.3,20190821,52.770135
66.5,20190822,53.384834999999995
58.4,20190823,51.536387999999995
60.9,20190824,51.28995900000001
66.6,20190825,53.04426899999999
63.8,20190826,52.87765499999999
71.1,20190827,54.991362
66.2,20190828,55.409367
77.1,20190829,58.845918000000005
66.3,20190830,57.72410399999999
65.0,20190831,56.69001300000001
64.0,20190901,55.29807600000001
56.6,20190902,52.35078300000001
67.6,20190903,53.038089
89.0,20190904,60.483750000000015
91.4,20190905,66.48126
79.8,20190906,67.24993800000001
72.9,20190907,66.091128
76.9,20190908,65.92533
74.3,20190909,63.950262
93.4,20190910,68.176704
71.4,20190911,65.12009700000002
72.3,20190912,63.598377
60.4,20190913,58.761489000000005
80.0,20190914,61.386762000000004
70.4,20190915,59.38141200000001
53.0,20190916,53.866929
41.6,20190917,46.541411999999994
46.0,20190918,43.333560000000006
46.5,20190919,40.249812
52.8,20190920,40.465230000000005
60.3,20190921,43.743348
63.4,20190922,47.54283
51.1,20190923,46.290615
61.3,20190924,48.448854000000004
64.4,20190925,50.571968999999996
59.3,20190926,50.149992000000005
57.5,20190927,49.158303
58.9,20190928,49.50429900000001
60.6,20190929,49.742202
61.0,20190930,49.87242900000001
67.1,20191001,52.050734999999996
88.0,20191002,59.936307
73.4,20191003,61.005618000000005
71.5,20191004,61.098420000000004
72.6,20191005,61.473213
53.4,20191006,55.668
92.0,20191007,62.130552
58.8,20191008,57.430485
48.3,20191009,51.086238
60.9,20191010,50.369802
60.0,20191011,50.56638
49.3,20191012,45.547734
52.6,20191013,44.698659
56.9,20191014,45.923727
55.6,20191015,45.75597000000001
58.3,20191016,46.493919000000005
56.0,20191017,46.859988
58.3,20191018,47.639847
63.8,20191019,49.61893799999999
70.3,20191020,53.019849
61.0,20191021,52.474349999999994
56.1,20191022,50.738469
57.3,20191023,49.767384
47.6,20191024,45.900309
58.0,20191025,45.985620000000004
60.0,20191026,47.114253000000005
59.0,20191027,47.851359
65.9,20191028,50.37682800000001
61.0,20191029,51.163740000000004
60.3,20191030,50.9802
73.8,20191031,54.80088
57.9,20191101,52.755777
57.3,20191102,50.79629999999999
57.8,20191103,49.821729
57.8,20191104,49.17482400000001
65.1,20191105,50.231307
63.6,20191106,51.322539000000006
42.8,20191107,45.87665400000001
31.4,20191108,38.619324000000006
41.4,20191109,36.539193
59.6,20191110,40.175028
71.6,20191111,46.395744
63.6,20191112,49.39900200000001
72.3,20191113,54.686082000000006
30.6,20191114,45.372828
87.4,20191115,54.97588800000001
81.3,20191116,59.262978000000004
79.4,20191117,62.09730900000001
59.8,20191118,57.762678
48.0,20191119,53.290992
35.5,20191120,43.546898999999996
37.4,20191121,37.603602
34.1,20191122,32.549094000000004
52.0,20191123,35.36919
74.6,20191124,44.71822500000001
62.1,20191125,48.142812
64.0,20191126,51.014223
50.8,20191127,49.2306
52.4,20191128,47.55952800000001
42.8,20191129,42.370263
42.6,20191130,39.30804
79.4,20191201,48.108684000000004
48.0,20191202,45.51469200000001
61.3,20191203,47.60822399999999
41.6,20191204,43.647738000000004
31.9,20191205,37.975482
34.5,20191206,32.929410000000004
65.0,20191207,40.130379000000005
65.1,20191208,44.530458
56.8,20191209,46.113807
82.3,20191210,55.361235
62.0,20191211,55.61334
45.4,20191212,49.271973
53.6,20191213,47.287974
58.3,20191214,47.727669
52.5,20191215,45.00972000000001
58.9,20191216,46.05070200000001
81.4,20191217,54.366378
64.6,20191218,54.733898999999994
47.8,20191219,49.71418499999999
45.3,20191220,45.742827
68.1,20191221,49.480182
63.4,20191222,49.551858
80.4,20191223,55.54910400000001
67.9,20191224,56.844249000000005
60.8,20191225,55.746903
59.0,20191226,53.28916200000002
45.4,20191227,47.725722000000005
47.6,20191228,43.634157
52.5,20191229,42.870324
70.3,20191230,48.03363000000001
39.3,20191231,42.438702
64.4,20200101,46.737978000000005
65.4,20200102,49.936545
56.9,20200103,49.378479
50.8,20200104,46.260339
45.6,20200105,44.080692
65.4,20200106,47.229372000000005
95.0,20200107,58.263027
86.1,20200108,63.745164
65.3,20200109,61.650228000000006
62.9,20200110,59.725961999999996
60.9,20200111,56.78064
61.5,20200112,53.406453
51.0,20200113,48.34326900000001
45.3,20200114,44.137797000000006
44.8,20200115,41.16497699999999
43.0,20200116,38.644845000000004
43.9,20200117,37.1205
48.1,20200118,37.842878999999996
62.8,20200119,43.045944
46.8,20200120,41.9133
36.9,20200121,38.241207
36.0,20200122,35.355363000000004
49.3,20200123,37.113504
63.0,20200124,41.713014
63.1,20200125,45.769406999999994
56.3,20200126,47.06805000000001
48.1,20200127,45.562479
49.4,20200128,44.22798
46.4,20200129,41.703063
47.0,20200130,40.110579
59.6,20200131,43.118703000000004
66.6,20200201,47.73784200000001
52.3,20200202,46.615692
43.6,20200203,43.37145
50.3,20200204,43.080228
37.3,20200205,38.341068
36.4,20200206,34.40070899999999
45.1,20200207,34.97347800000001
48.1,20200208,36.713079
51.1,20200209,38.492979000000005
49.4,20200210,39.884382
37.0,20200211,37.18374300000001
73.4,20200212,45.77463300000001
84.8,20200213,55.056993000000006
70.3,20200214,57.05338200000001
63.0,20200215,56.34657000000001
81.1,20200216,61.90702200000001
64.3,20200217,58.92401400000001
44.0,20200218,50.171108999999994
56.8,20200219,48.61518
62.6,20200220,49.634103
66.3,20200221,50.544729
62.0,20200222,50.73924
48.6,20200223,47.878944000000004
51.8,20200224,46.191348000000005
73.5,20200225,51.227589
59.6,20200226,50.3964
54.0,20200227,48.351378000000004
79.4,20200228,55.215504
68.6,20200229,56.619045
71.8,20200301,57.467388
55.3,20200302,53.81208
57.0,20200303,52.045722000000005
53.4,20200304,48.448578
47.5,20200305,44.705124000000005
46.8,20200306,41.713359
39.5,20200307,38.261070000000004
43.8,20200308,37.048752
37.6,20200309,34.521645
78.4,20200310,45.290154
41.8,20200311,41.88340500000001
49.8,20200312,42.266754
41.0,20200313,39.678288
48.1,20200314,40.308972000000004
48.3,20200315,38.753274000000005
42.4,20200316,37.73969400000001
65.8,20200317,43.646820000000005
45.8,20200318,42.225513
49.0,20200319,41.832609000000005
39.6,20200320,38.727492
56.5,20200321,41.92139400000001
37.5,20200322,37.277274000000006
37.9,20200323,35.154810000000005
35.0,20200324,32.637738
33.6,20200325,30.929744999999997
53.8,20200326,34.942035000000004
56.4,20200327,39.488637
17.9,20200328,31.10109
30.6,20200329,29.186027999999997
38.4,20200330,30.256073999999998
34.5,20200331,28.816602000000003
35.6,20200401,28.007877000000004
41.4,20200402,31.122978000000003
53.8,20200403,36.38320200000001
36.4,20200404,34.45207500000001
29.5,20200405,31.226928
38.3,20200406,31.553862000000002
56.6,20200407,36.980274
25.5,20200408,30.823542000000003
44.6,20200409,33.121155
52.6,20200410,37.477389
63.8,20200411,43.44304800000001
58.6,20200412,45.136305
39.4,20200413,42.129678
46.8,20200414,41.281998
39.8,20200415,38.185254
39.9,20200416,35.482818
77.8,20200417,45.223302
67.9,20200418,50.03972400000001
75.8,20200419,55.40810400000001
73.0,20200420,58.67891700000001
49.0,20200421,53.76344400000001
46.8,20200422,47.751657
47.8,20200423,44.342574
55.6,20200424,43.89789000000001
54.4,20200425,43.36779000000001
43.1,20200426,40.81682400000001
49.8,20200427,41.152074
50.0,20200428,41.396328
48.6,20200429,40.754022
57.1,20200430,42.914913000000006
73.6,20200501,49.947294
79.6,20200502,56.33214000000001
68.8,20200503,57.55144799999999
63.9,20200504,57.005553000000006
67.9,20200505,57.394847999999996
50.0,20200506,51.465408000000004
32.5,20200507,41.762274000000005
32.8,20200508,35.604627
94.4,20200509,50.021337
88.6,20200510,58.17135000000001
61.0,20200511,56.498895
69.4,20200512,58.730544
47.3,20200513,53.647572
35.4,20200514,43.413558
81.4,20200515,50.34219000000001
90.3,20200516,59.253852
80.1,20200517,62.00847900000001
79.4,20200518,64.841022
73.6,20200519,65.683812
60.4,20200520,59.994399
56.1,20200521,54.273063
68.5,20200522,54.502422
66.1,20200523,53.978268
84.8,20200524,59.513802000000005
81.0,20200525,62.914232999999996
81.9,20200526,65.781345
68.5,20200527,63.143103
62.8,20200528,59.707344000000006
65.6,20200529,57.19944000000001
57.3,20200530,53.145507
63.0,20200531,51.972375
64.3,20200601,52.216824
71.0,20200602,54.685338
73.3,20200603,56.962119
81.1,20200604,61.31436
69.4,20200605,60.563529
63.6,20200606,58.2324
69.4,20200607,58.00278900000001
63.6,20200608,55.986093
51.6,20200609,50.581122
63.8,20200610,51.047568
68.3,20200611,53.016522
68.6,20200612,54.192348
52.8,20200613,50.567868
70.6,20200614,53.975784
62.3,20200615,53.256189000000006
63.0,20200616,52.735578
58.6,20200617,51.036024
61.4,20200618,51.482988
61.4,20200619,50.898368999999995
62.6,20200620,51.26763
59.5,20200621,50.560818
50.5,20200622,47.587902000000014
53.5,20200623,46.265682000000005
83.5,20200624,54.34012800000001
91.0,20200625,62.181734999999996
82.1,20200626,65.157165
70.4,20200627,64.183755
70.5,20200628,63.381105000000005
77.0,20200629,63.25662000000001
83.0,20200630,64.591323
79.3,20200701,64.864362
74.5,20200702,64.205415
63.5,20200703,60.43911000000001
63.9,20200704,57.59495999999999
68.6,20200705,56.711529
66.6,20200706,55.679685
75.5,20200707,57.869415000000004
71.9,20200708,58.876857
64.6,20200709,57.371897999999995
75.0,20200710,59.201448000000006
62.6,20200711,56.862975
71.9,20200712,57.567297
94.8,20200713,65.111838
79.4,20200714,66.14109
63.1,20200715,61.44718800000001
70.9,20200716,61.126677
72.0,20200717,60.76340400000001
71.6,20200718,59.23447200000001
81.6,20200719,61.940703
86.3,20200720,66.06692699999999
77.0,20200721,65.77199999999999
89.3,20200722,69.200088
95.5,20200723,73.479918
74.3,20200724,69.61158900000001
69.3,20200725,65.16678
69.3,20200726,62.524329
86.4,20200727,65.18443500000001
84.8,20200728,66.253899
95.8,20200729,71.371449
85.5,20200730,72.11583900000001
81.9,20200731,71.55691200000001
90.9,20200801,73.00346400000001
96.3,20200802,75.716724
96.3,20200803,77.061375
89.3,20200804,76.42196700000001
92.1,20200805,76.99589700000001
92.8,20200806,77.15385900000001
85.3,20200807,74.742159
89.5,20200808,74.313969
95.4,20200809,76.13718300000002
91.6,20200810,76.13225399999999
92.5,20200811,76.36350900000001
83.9,20200812,74.323545
82.4,20200813,72.23380200000001
86.1,20200814,71.583498
96.0,20200815,74.28988500000001
82.6,20200816,72.118977
77.9,20200817,69.622962
76.3,20200818,67.471383
76.8,20200819,65.92872
76.0,20200820,64.109688
83.1,20200821,65.642007
87.4,20200822,68.24160900000001
78.4,20200823,67.442004
71.6,20200824,64.81707
69.5,20200825,62.389953
68.3,20200826,59.972982
84.6,20200827,62.954292
89.1,20200828,66.844998
90.1,20200829,70.211355
88.8,20200830,72.28368900000001
77.9,20200831,70.524828
72.4,20200901,66.821763
91.3,20200902,69.67272299999999
82.0,20200903,68.827974
63.9,20200904,62.87219700000001
66.6,20200905,60.06274200000001
80.0,20200906,62.39343900000001
93.5,20200907,67.12197
71.5,20200908,64.300857
83.4,20200909,66.808698
75.8,20200910,66.14805000000001
72.6,20200911,64.049955
83.8,20200912,65.26060500000001
70.4,20200913,63.19732200000001
79.3,20200914,63.823014
76.4,20200915,63.774198000000005
79.9,20200916,64.951374
70.3,20200917,62.33068200000001
62.0,20200918,58.681839000000004
59.3,20200919,54.868902000000006
57.6,20200920,51.83606700000001
56.1,20200921,49.086609
55.3,20200922,47.40603
59.9,20200923,48.028119000000004
59.6,20200924,48.50971800000001
64.1,20200925,50.282553
62.5,20200926,51.11916899999999
63.3,20200927,51.98513700000001
66.0,20200928,53.16937800000001
67.6,20200929,54.493473
78.0,20200930,58.313445
74.9,20201001,60.13809900000001
79.6,20201002,62.78502000000001
72.5,20201003,62.371728000000004
65.1,20201004,59.78175
57.3,20201005,55.104386999999996
55.9,20201006,51.566538
48.9,20201007,46.75306500000001
53.0,20201008,44.971622999999994
53.4,20201009,44.217729000000006
60.1,20201010,46.093287000000004
68.5,20201011,49.996767000000006
68.6,20201012,53.11214999999999
52.3,20201013,50.196191999999996
47.0,20201014,46.544852999999996
41.8,20201015,42.091094999999996
64.3,20201016,45.299928
64.3,20201017,47.541069000000014
65.5,20201018,50.29173
74.4,20201019,55.15442400000001
67.1,20201020,56.63049900000001
69.4,20201021,57.21927900000001
66.0,20201022,56.611425000000004
51.5,20201023,51.775422
47.6,20201024,46.771473
62.5,20201025,48.106782
71.6,20201026,51.65553
74.1,20201027,55.061085
52.1,20201028,51.576078
40.3,20201029,45.793215
42.9,20201030,41.773938
60.3,20201031,43.721613000000005
84.3,20201101,52.158933
58.3,20201102,51.37431899999999
47.5,20201103,48.180057
43.9,20201104,44.73297899999999
61.5,20201105,46.722699
63.3,20201106,47.445399
68.8,20201107,50.912234999999995
43.8,20201108,46.383567000000006
40.9,20201109,42.525015
56.1,20201110,43.496619
53.5,20201111,43.305984
56.9,20201112,43.915224
71.5,20201113,49.982217
66.9,20201114,52.995332999999995
75.0,20201115,56.76811500000001
70.1,20201116,58.070157
67.5,20201117,58.030155
91.4,20201118,64.436007
90.5,20201119,68.88204
74.3,20201120,66.725853
67.9,20201121,63.54358500000001
80.5,20201122,65.227092
61.4,20201123,59.47048500000001
54.5,20201124,53.416239000000004
64.1,20201125,52.875087
66.5,20201126,53.53897500000001
61.6,20201127,51.89839200000001
50.0,20201128,48.233025000000005
59.6,20201129,48.895173
57.8,20201130,48.334635
44.5,20201201,43.831248
41.4,20201202,39.995940000000004
47.1,20201203,39.606108
53.8,20201204,40.859184
63.1,20201205,44.617095000000006
66.9,20201206,49.05823200000001
57.5,20201207,49.503333
50.0,20201208,47.277504000000015
55.1,20201209,46.91160300000001
69.9,20201210,50.626557000000005
77.1,20201211,55.19542500000001
51.3,20201212,51.127590000000005
74.9,20201213,55.738263
49.1,20201214,50.96858700000001
43.0,20201215,45.053583
43.9,20201216,40.820049
47.0,20201217,40.087436999999994
57.0,20201218,41.384673
45.1,20201219,40.02360000000001
50.4,20201220,40.968417
64.1,20201221,45.694410000000005
67.6,20201222,49.8963
76.6,20201223,55.033412999999996
61.5,20201224,54.69940199999999
51.9,20201225,51.318363000000005
65.8,20201226,52.430868000000004
62.9,20201227,52.16314800000001
72.1,20201228,54.281955
70.8,20201229,56.136477
55.5,20201230,53.32868400000001
53.9,20201231,50.182377
64.0,20210101,51.156183
38.5,20210102,43.723974000000005
45.0,20210103,40.536975
51.4,20210104,40.997516999999995
52.8,20210105,41.820570000000004
54.6,20210106,42.427455
49.9,20210107,42.72801
44.0,20210108,40.840662
46.3,20210109,39.886824000000004
54.4,20210110,41.57854800000001
62.1,20210111,44.98199700000001
79.5,20210112,52.82139000000001
80.3,20210113,58.846449
46.5,20210114,52.80802200000001
67.4,20210115,54.442713000000005
59.3,20210116,52.768755000000006
58.5,20210117,50.47965900000001
64.3,20210118,50.576955000000005
37.9,20210119,44.429292000000004
37.8,20210120,39.042129
64.4,20210121,43.659525
92.9,20210122,55.482039000000015
66.0,20210123,55.395357000000004
63.9,20210124,56.03579400000001
62.0,20210125,55.919142
80.4,20210126,60.01628700000002
47.6,20210127,51.60729
52.3,20210128,48.48731700000001
40.0,20210129,42.71922
60.0,20210130,44.777352
57.0,20210131,44.39029800000001
74.5,20210201,51.02316900000001
44.1,20210202,46.3092
64.6,20210203,49.7796
50.1,20210204,46.850460000000005
71.8,20210205,51.461325
80.4,20210206,56.38656300000002
67.0,20210207,57.34702800000001
43.6,20210208,49.96572300000001
51.9,20210209,48.01991400000001
75.1,20210210,52.523711999999996
71.5,20210211,54.16275
60.6,20210212,52.715718
50.6,20210213,49.882647000000006
47.6,20210214,46.58100300000001
65.1,20210215,48.350085
57.9,20210216,47.609958000000006
44.1,20210217,43.501458
44.9,20210218,41.369718000000006
66.9,20210219,46.628763
60.4,20210220,47.477727
66.6,20210221,50.29503300000001
58.3,20210222,50.472957
34.0,20210223,43.267167
33.0,20210224,36.813852
35.1,20210225,33.254268
35.0,20210226,30.419949
48.6,20210227,32.93442
49.0,20210228,36.03978
91.0,20210301,50.86395300000001
75.9,20210302,56.60499
64.4,20210303,57.178758
62.4,20210304,56.29467000000001
70.3,20210305,58.02564000000001
69.5,20210306,56.87963700000001
62.9,20210307,54.858792
60.3,20210308,53.244042
58.5,20210309,51.674559
61.8,20210310,51.167595000000006
50.8,20210311,47.553056999999995
57.0,20210312,47.215659
62.8,20210313,48.850575
71.4,20210314,52.665774
68.8,20210315,54.390024000000004
52.5,20210316,51.261630000000004
44.9,20210317,46.479144000000005
50.1,20210318,44.398962000000004
47.9,20210319,41.849214
74.6,20210320,48.205485
65.9,20210321,50.86673700000001
55.3,20210322,49.93281300000001
63.5,20210323,51.476876999999995
61.5,20210324,52.068648
68.5,20210325,53.236647
58.4,20210326,51.462908999999996
70.9,20210327,54.505755000000015
95.8,20210328,63.692295
62.3,20210329,60.17371500000001
47.3,20210330,52.857762
41.0,20210331,46.355847000000004
33.0,20210401,38.774244
35.6,20210402,32.991639
80.8,20210403,44.19291900000001
65.8,20210404,48.29013
47.9,20210405,46.10583000000001
50.9,20210406,45.880188000000004
47.5,20210407,44.571144
34.0,20210408,37.325784000000006
39.3,20210409,34.600347
50.0,20210410,36.805077
45.4,20210411,36.817125000000004
70.4,20210412,44.496990000000004
74.0,20210413,51.633579000000005
58.5,20210414,51.711960000000005
62.3,20210415,52.36732200000001
60.0,20210416,52.368012
56.6,20210417,50.08797
64.3,20210418,50.620425000000004
65.3,20210419,52.07466900000001
55.1,20210420,49.841040000000014
43.1,20210421,44.79346800000001
37.9,20210422,39.871599
41.4,20210423,37.088049
43.0,20210424,35.569143000000004
50.0,20210425,37.120203000000004
51.8,20210426,39.350997
62.4,20210427,44.354742
64.1,20210428,48.19089000000001
54.1,20210429,47.79552
81.8,20210430,55.47581400000001
80.8,20210501,60.461262000000005
67.9,20210502,59.54661300000001
56.4,20210503,55.370643
82.6,20210504,60.811674
64.4,20210505,57.763734000000014
46.4,20210506,50.280597
60.3,20210507,49.862832000000004
66.1,20210508,51.890238000000004
51.3,20210509,47.548392
67.9,20210510,50.40676200000001
48.9,20210511,47.61519900000001
39.5,20210512,42.140253
54.4,20210513,42.48534900000001
60.3,20210514,45.24314699999999
79.5,20210515,52.096617
97.6,20210516,63.282045000000004
93.0,20210517,70.205802
70.5,20210518,67.551159
52.3,20210519,59.935425
59.8,20210520,55.886328000000006
86.5,20210521,60.149339999999995
69.3,20210522,58.20538500000001
64.4,20210523,56.50908900000001
61.0,20210524,55.219344
72.3,20210525,57.328365000000005
58.5,20210526,53.318439
83.0,20210527,58.728732
86.0,20210528,63.663000000000004
79.8,20210529,65.428419
73.0,20210530,64.054455
78.9,20210531,65.55848999999999
74.6,20210601,64.086
64.4,20210602,59.843994
80.8,20210603,62.107200000000006
69.4,20210604,60.61430700000001
68.1,20210605,58.88179800000001
69.6,20210606,58.335851999999996
71.5,20210607,59.037984
69.6,20210608,58.132571999999996
59.1,20210609,54.923583
68.5,20210610,55.562838
84.5,20210611,60.734685
74.6,20210612,61.28917800000001
72.6,20210613,61.173123000000004
68.8,20210614,60.48130499999999
79.1,20210615,62.613074999999995
59.9,20210616,57.538577999999994
71.4,20210617,57.935598
92.1,20210618,64.524354
74.0,20210619,63.898083
73.3,20210620,62.730357000000005
67.0,20210621,60.991032
67.9,20210622,59.46366300000002
70.5,20210623,58.13079000000001
71.1,20210624,58.29039900000001
69.0,20210625,57.807420000000015
78.5,20210626,60.636987
72.1,20210627,60.652305
76.4,20210628,61.821933000000016
78.6,20210629,63.27042000000001
77.9,20210630,64.18024500000001
70.9,20210701,62.23812300000001
64.1,20210702,59.161332
80.0,20210703,61.560768
96.8,20210704,68.16944700000002
80.3,20210705,67.88081700000001
73.4,20210706,65.961723
78.5,20210707,66.49122
81.6,20210708,66.99017400000001
77.3,20210709,65.202369
80.4,20210710,65.712852
86.8,20210711,68.33809500000001
75.1,20210712,66.408618
76.1,20210713,65.201679
71.4,20210714,63.16363200000001
71.1,20210715,61.490694000000005
68.4,20210716,59.18694300000001
63.1,20210717,56.574243
62.5,20210718,54.514932
80.1,20210719,58.590393000000006
75.8,20210720,60.16834200000002
64.0,20210721,57.869043000000005
59.8,20210722,55.26676500000001
61.8,20210723,54.075423
57.4,20210724,51.034074000000004
55.8,20210725,48.64194
54.9,20210726,47.292414
60.5,20210727,48.23951400000001
67.4,20210728,50.871642
69.9,20210729,53.68598400000001
63.1,20210730,53.696697
69.9,20210731,55.789575000000006
81.8,20210801,60.542232000000006
82.6,20210802,63.76118700000001
76.9,20210803,64.178403
70.6,20210804,62.92331700000001
68.1,20210805,60.95189399999999
68.4,20210806,59.061888
65.0,20210807,56.678547
74.8,20210808,58.237608
62.4,20210809,55.926603
62.5,20210810,54.464952000000004
70.3,20210811,55.766670000000005
67.1,20210812,55.889303999999996
70.4,20210813,56.471022000000005
63.9,20210814,55.553445
59.6,20210815,53.616099000000006
61.1,20210816,52.316673
65.0,20210817,52.73842200000001
69.6,20210818,54.247257000000005
57.1,20210819,51.881178
63.6,20210820,52.391732999999995
88.1,20210821,60.023489999999995
81.5,20210822,63.189078
89.3,20210823,67.51305300000001
93.6,20210824,72.460098
85.5,20210825,73.165293
84.9,20210826,72.243615
83.5,20210827,71.51121900000001
80.4,20210828,69.675258
82.6,20210829,68.833275
77.5,20210830,67.12229700000002
93.3,20210831,70.69486500000001
83.1,20210901,70.20625199999999
70.3,20210902,66.18052800000001
60.3,20210903,60.251595
57.0,20210904,55.368489000000004
61.1,20210905,52.383663
70.1,20210906,53.508579
98.1,20210907,63.341409
81.3,20210908,65.6886
76.5,20210909,66.058023
76.0,20210910,65.95989300000001
73.1,20210911,64.567413
64.6,20210912,59.630889
67.1,20210913,57.772394999999996
63.3,20210914,55.57347
57.5,20210915,52.319433
61.1,20210916,51.267828
61.4,20210917,51.050282999999986
65.1,20210918,51.881949
62.9,20210919,51.995715
63.6,20210920,52.57779300000001
85.1,20210921,59.25373200000001
79.0,20210922,62.081763
67.3,20210923,60.36482699999999
67.5,20210924,59.333898000000005
72.6,20210925,60.106953
63.0,20210926,56.684039999999996
66.0,20210927,55.495569
75.1,20210928,57.983565
93.5,20210929,65.235078
83.9,20210930,67.17399
75.8,20211001,66.58527000000001
77.1,20211002,66.41190300000001
69.5,20211003,63.55171500000001
81.0,20211004,64.071837
82.4,20211005,65.33996400000001
91.5,20211006,69.36606300000001
85.5,20211007,70.318785
91.3,20211008,73.10889
83.5,20211009,72.14212200000001
89.0,20211010,73.044795
78.6,20211011,70.097835
67.1,20211012,64.887489
66.6,20211013,60.797805000000004
73.6,20211014,60.42831
74.4,20211015,60.13234800000001
47.5,20211016,52.379553
37.4,20211017,44.502438000000005
60.4,20211018,45.913667999999994
72.8,20211019,50.268581999999995
64.9,20211020,50.90668500000001
64.1,20211021,52.469682
58.4,20211022,52.36303199999999
57.3,20211023,50.798694
63.1,20211024,50.81843700000001
64.5,20211025,51.650583
74.5,20211026,55.27342200000001
63.4,20211027,54.766809000000016
54.6,20211028,51.827643
55.9,20211029,49.867785000000005
62.4,20211030,50.375295
73.3,20211031,53.496342000000006
77.3,20211101,57.440748000000006
76.6,20211102,60.435537000000004
71.1,20211103,60.816342
80.4,20211104,63.54516900000001
68.5,20211105,61.33575900000001
61.1,20211106,57.367488
57.5,20211107,53.544993000000005
82.1,20211108,58.526562
80.3,20211109,61.004745000000014
73.4,20211110,61.26948300000001
60.6,20211111,57.98791500000001
55.4,20211112,54.31233300000001
66.1,20211113,53.709069
69.8,20211114,54.487542000000005
71.3,20211115,55.830377999999996
65.5,20211116,55.675752
64.1,20211117,55.40970300000001
70.8,20211118,56.693964
84.8,20211119,61.60638899999999
77.0,20211120,62.629455
74.4,20211121,62.858043000000016
61.8,20211122,59.308644
60.9,20211123,56.216244
64.3,20211124,54.365669999999994
55.0,20211125,50.673552
57.5,20211126,48.970164000000004
53.0,20211127,47.063097
52.4,20211128,45.59352900000001
62.0,20211129,47.27340000000001
80.4,20211130,54.438225
51.8,20211201,50.74755
68.9,20211202,53.520972
53.3,20211203,50.81262000000001
48.5,20211204,46.992732000000004
50.4,20211205,43.96106400000001
61.4,20211206,46.580937000000006
68.3,20211207,49.622649
70.0,20211208,53.048415
70.3,20211209,55.77847200000001
81.5,20211210,60.953712
83.6,20211211,64.651749
61.8,20211212,60.352470000000004
43.8,20211213,51.857259000000006
64.9,20211214,52.225485000000006
84.8,20211215,57.888528
71.6,20211216,57.786774
50.5,20211217,52.48472399999999
64.1,20211218,53.760867000000005
63.8,20211219,53.500284
77.9,20211220,56.544498000000004
70.9,20211221,57.24100500000001
47.4,20211222,51.742443
53.5,20211223,49.037724000000004
65.3,20211224,50.69954700000001
42.4,20211225,44.281887
43.5,20211226,40.472471999999996
60.9,20211227,44.210775
73.8,20211228,50.390019
72.9,20211229,53.85052200000001
48.5,20211230,50.10751500000001
35.9,20211231,43.651947
