사망인명피해수,화재발생시,현장안전센터거리,시간단위기온,시간단위풍속,시간단위가시거리,재산피해액,실효습도,전기사용량(KWh),가스사용량(KWh)
0,16,2,23.2,2.8,1891,217,43.908537,18096.2104633905,11774.100170177806
0,18,2,23.1,2.4,1926,38,43.908537,18096.2104633905,11774.100170177806
0,23,1,17.7,1.4,2000,3015,56.84474700000001,18096.2104633905,11774.100170177806
0,23,1,20.6,1.6,789,22302,59.144052,18096.2104633905,11774.100170177806
0,15,2,30.6,2.1,2000,28,44.587974,18096.2104633905,11774.100170177806
0,18,2,25.1,3.0,841,187,58.106328000000005,18096.2104633905,11774.100170177806
0,13,4,27.8,2.1,1790,17513,55.634919,18096.2104633905,11774.100170177806
0,0,3,25.6,2.4,2000,1982,38.553678000000005,18096.2104633905,11774.100170177806
0,6,5,23.8,2.9,1984,280,38.553678000000005,18096.2104633905,11774.100170177806
0,5,2,20.0,1.4,1801,5529,51.26583900000001,18096.2104633905,11774.100170177806
0,10,2,26.3,1.3,363,35,62.014959000000005,18096.2104633905,11774.100170177806
0,5,1,23.4,0.7,269,16709,59.517138,18096.2104633905,11774.100170177806
0,5,1,25.8,1.3,835,1212,64.305597,18096.2104633905,11774.100170177806
0,1,1,28.0,2.5,1770,2783,71.784459,18096.2104633905,11774.100170177806
0,7,2,26.8,1.1,1259,10844,71.784459,18096.2104633905,11774.100170177806
0,19,1,29.9,3.5,1713,372,63.86484900000001,18096.2104633905,11774.100170177806
0,11,2,26.2,0.8,393,477,59.550342,18096.2104633905,11774.100170177806
0,2,0,24.3,1.7,1406,81,55.409367,18096.2104633905,11774.100170177806
0,13,2,27.3,1.5,1981,48,55.29807600000001,18096.2104633905,11774.100170177806
0,15,3,29.3,1.8,2000,7,52.35078300000001,18096.2104633905,11774.100170177806
0,1,0,22.8,1.7,145,286,65.12009700000002,18096.2104633905,11774.100170177806
0,12,3,26.5,1.6,1225,200,52.050735,18096.2104633905,11774.100170177806
0,9,1,22.5,3.2,759,139,59.936307,18096.2104633905,11774.100170177806
0,3,2,16.8,2.2,2000,135,62.130552,18096.2104633905,11774.100170177806
0,19,1,15.6,1.7,2000,280,51.086238,18096.2104633905,11774.100170177806
0,15,4,23.9,0.8,1852,1304,50.738469,18096.2104633905,11774.100170177806
0,9,2,17.1,2.6,1937,27823,45.900309,18096.2104633905,11774.100170177806
0,22,2,14.1,1.6,737,404,50.79629999999999,18096.2104633905,11774.100170177806
0,6,3,1.7,1.8,1953,404,38.619324000000006,18096.2104633905,11774.100170177806
0,1,1,7.3,0.6,1235,2405,49.39900200000001,18096.2104633905,11774.100170177806
0,19,1,2.5,2.4,2000,24399,45.372828,18096.2104633905,11774.100170177806
0,16,5,6.2,2.4,1961,16687,43.546899,18096.2104633905,11774.100170177806
0,6,2,8.2,1.4,1754,138,44.71822500000001,18096.2104633905,11774.100170177806
0,17,3,-3.7,4.6,2000,220,37.975482,18096.2104633905,11774.100170177806
0,20,2,-6.7,1.5,1981,268,37.975482,18096.2104633905,11774.100170177806
0,20,1,5.3,1.9,1852,15760,47.287974,18096.2104633905,11774.100170177806
0,20,2,5.3,1.9,1852,405,47.287974,18096.2104633905,11774.100170177806
0,22,3,-1.2,0.9,1915,129,49.71418499999999,18096.2104633905,11774.100170177806
0,13,2,1.1,1.0,1800,470,49.480182,18096.2104633905,11774.100170177806
0,16,1,-4.9,2.7,1965,198,42.438702,18096.2104633905,11774.100170177806
0,13,1,2.9,2.0,878,115,49.378479,18096.2104633905,11774.100170177806
1,22,2,-1.4,3.0,1228,154,53.406453,18096.2104633905,11774.100170177806
0,17,3,0.8,2.3,1992,1667,41.16497699999999,18096.2104633905,11774.100170177806
0,9,4,-3.6,1.3,717,378,37.842879,18096.2104633905,11774.100170177806
0,22,2,-0.3,0.9,1825,105,37.842879,18096.2104633905,11774.100170177806
0,22,2,4.0,1.2,682,10161,37.113504,18096.2104633905,11774.100170177806
0,19,2,7.9,2.8,2000,228,41.703063,18096.2104633905,11774.100170177806
0,15,1,-5.3,3.9,2000,471,38.341068,18096.2104633905,11774.100170177806
0,3,2,4.2,2.0,2000,1520,55.215504,18096.2104633905,11774.100170177806
0,20,2,-0.1,4.2,994,48,48.448578,18096.2104633905,11774.100170177806
0,12,2,9.4,1.9,2000,715,42.266754,18096.2104633905,11774.100170177806
0,9,2,4.5,3.3,1281,7,38.753274000000005,18096.2104633905,11774.100170177806
1,2,5,7.7,1.1,1944,21564,30.929745,18096.2104633905,11774.100170177806
0,1,3,11.3,4.4,1794,5389,28.007877000000004,18096.2104633905,11774.100170177806
0,14,2,15.8,3.9,1713,471,31.553862,18096.2104633905,11774.100170177806
0,20,1,10.6,4.4,2000,245,45.136305,18096.2104633905,11774.100170177806
0,0,2,10.4,1.8,1313,421,38.185254,18096.2104633905,11774.100170177806
0,9,2,7.7,3.8,1920,658,44.342574,18096.2104633905,11774.100170177806
0,6,2,18.5,1.7,566,11189,56.33214000000001,18096.2104633905,11774.100170177806
0,0,1,13.2,2.0,1063,48,65.683812,18096.2104633905,11774.100170177806
0,9,3,15.7,2.7,1841,1055,63.143103,18096.2104633905,11774.100170177806
0,17,2,22.6,4.0,2000,300,63.143103,18096.2104633905,11774.100170177806
0,5,2,16.9,3.4,712,101,52.216824,18096.2104633905,11774.100170177806
0,19,1,23.7,2.5,1360,385,64.864362,18096.2104633905,11774.100170177806
0,8,2,21.3,2.2,430,1334,64.205415,18096.2104633905,11774.100170177806
1,6,2,21.8,1.0,1963,41019,55.679685,18096.2104633905,11774.100170177806
0,21,2,25.8,4.1,2000,5020,56.862975,18096.2104633905,11774.100170177806
0,4,2,18.3,3.8,600,339,65.111838,18096.2104633905,11774.100170177806
0,4,2,17.3,2.3,662,30,66.14109,18096.2104633905,11774.100170177806
0,10,2,20.4,2.5,2000,374,69.61158900000001,18096.2104633905,11774.100170177806
0,21,2,24.0,2.3,2000,100,66.253899,18096.2104633905,11774.100170177806
0,5,1,24.6,4.0,170,656,77.15385900000001,18096.2104633905,11774.100170177806
0,20,2,29.6,2.9,1612,3737,62.389953,18096.2104633905,11774.100170177806
0,15,1,27.0,4.1,1879,981,62.87219700000001,18096.2104633905,11774.100170177806
0,19,1,25.0,2.4,1944,482,62.87219700000001,18096.2104633905,11774.100170177806
0,0,3,21.8,1.7,1273,1420,64.049955,18096.2104633905,11774.100170177806
0,14,0,25.1,1.6,2000,77,63.19732200000001,18096.2104633905,11774.100170177806
0,14,3,26.8,2.7,1440,11,63.774198000000005,18096.2104633905,11774.100170177806
0,20,3,21.2,3.5,1945,108,54.868902000000006,18096.2104633905,11774.100170177806
0,18,2,21.1,4.1,2000,458,48.028119,18096.2104633905,11774.100170177806
0,18,3,19.0,1.6,2000,6641,49.996767000000006,18096.2104633905,11774.100170177806
0,21,3,16.6,0.2,1500,180,49.996767000000006,18096.2104633905,11774.100170177806
0,2,2,15.2,0.3,1100,700,53.11214999999999,18096.2104633905,11774.100170177806
0,16,1,16.2,4.6,2000,1747,46.544853,18096.2104633905,11774.100170177806
0,23,3,13.5,1.0,1200,414,56.63049900000001,18096.2104633905,11774.100170177806
0,0,3,8.1,1.1,2000,33,48.106782,18096.2104633905,11774.100170177806
0,20,1,12.7,1.9,2000,93,41.773938,18096.2104633905,11774.100170177806
0,21,2,3.5,2.5,2000,8,48.180057,18096.2104633905,11774.100170177806
0,16,2,11.2,4.7,2000,297,46.383567000000006,18096.2104633905,11774.100170177806
0,7,2,18.7,4.1,294,1870,68.88204,18096.2104633905,11774.100170177806
0,13,0,1.8,5.0,2000,52,48.233025000000005,18096.2104633905,11774.100170177806
0,1,2,-1.4,2.4,2000,2,43.831248,18096.2104633905,11774.100170177806
0,10,2,0.6,0.7,2000,172,43.831248,18096.2104633905,11774.100170177806
1,20,3,2.0,1.0,2000,45,51.127590000000005,18096.2104633905,11774.100170177806
0,0,3,1.0,1.1,2000,11120,55.738263,18096.2104633905,11774.100170177806
0,23,3,-1.2,1.4,1950,8952,45.694410000000005,18096.2104633905,11774.100170177806
0,6,3,-9.7,2.0,2000,1865,51.156183,18096.2104633905,11774.100170177806
0,3,1,4.7,4.1,2000,4361,56.03579400000001,18096.2104633905,11774.100170177806
0,18,2,-4.6,6.7,2000,24332,48.48731700000001,18096.2104633905,11774.100170177806
0,14,2,14.9,1.4,1600,2316,49.882647000000006,18096.2104633905,11774.100170177806
0,9,2,-2.0,3.0,2000,6306,43.267167,18096.2104633905,11774.100170177806
0,11,3,12.3,1.1,952,217,47.215659,18096.2104633905,11774.100170177806
0,14,3,12.6,2.9,2000,8,51.26163,18096.2104633905,11774.100170177806
0,9,3,5.8,2.2,2000,8174,46.479144000000005,18096.2104633905,11774.100170177806
0,1,2,14.2,2.6,2000,440,48.205485,18096.2104633905,11774.100170177806
0,0,0,9.0,0.6,2000,11,46.355847,18096.2104633905,11774.100170177806
0,9,2,10.9,0.9,2000,60,46.355847,18096.2104633905,11774.100170177806
0,3,3,13.1,3.4,2000,3376,38.774244,18096.2104633905,11774.100170177806
0,22,1,16.5,6.5,2000,4,38.774244,18096.2104633905,11774.100170177806
0,15,1,17.5,4.4,2000,113,37.325784000000006,18096.2104633905,11774.100170177806
0,15,3,19.3,2.9,2000,222,34.600347,18096.2104633905,11774.100170177806
0,21,1,10.2,1.6,2000,232,52.368012,18096.2104633905,11774.100170177806
0,15,3,18.5,3.7,2000,300,59.54661300000001,18096.2104633905,11774.100170177806
0,17,1,18.0,6.1,1153,1075,51.890238,18096.2104633905,11774.100170177806
0,16,3,29.0,3.7,2000,139,42.48534900000001,18096.2104633905,11774.100170177806
0,16,0,24.2,3.3,2000,304,67.551159,18096.2104633905,11774.100170177806
0,6,3,16.4,2.5,2000,18,55.886328000000006,18096.2104633905,11774.100170177806
0,11,2,21.1,3.1,2000,6309,55.886328000000006,18096.2104633905,11774.100170177806
0,21,1,16.7,2.1,2000,57,60.14934,18096.2104633905,11774.100170177806
0,1,2,17.9,2.1,2000,16046,55.219344,18096.2104633905,11774.100170177806
0,17,3,23.4,4.0,1236,398,55.219344,18096.2104633905,11774.100170177806
0,18,0,18.6,1.7,305,9473,62.107200000000006,18096.2104633905,11774.100170177806
0,23,1,19.7,2.0,806,9816,58.88179800000001,18096.2104633905,11774.100170177806
0,17,2,30.0,3.2,1963,20,62.23812300000001,18096.2104633905,11774.100170177806
0,7,2,24.3,1.4,420,3333,66.49122,18096.2104633905,11774.100170177806
0,4,2,23.9,1.8,2000,498,60.16834200000002,18096.2104633905,11774.100170177806
0,19,3,33.8,2.1,2000,31,57.869043000000005,18096.2104633905,11774.100170177806
0,2,2,29.5,2.1,2000,183,47.292414,18096.2104633905,11774.100170177806
0,14,2,34.5,2.9,2000,16,47.292414,18096.2104633905,11774.100170177806
0,6,2,26.9,1.0,2000,2612,60.542232000000006,18096.2104633905,11774.100170177806
0,22,1,24.9,1.8,2000,431,58.237608,18096.2104633905,11774.100170177806
0,15,2,31.4,2.6,1989,306,55.766670000000005,18096.2104633905,11774.100170177806
0,14,3,26.9,3.4,2000,68,52.383663,18096.2104633905,11774.100170177806
0,6,3,20.7,2.0,2000,47,51.05028299999999,18096.2104633905,11774.100170177806
0,9,0,19.9,2.3,2000,1857,60.36482699999999,18096.2104633905,11774.100170177806
0,5,3,16.4,1.5,1373,5999,67.17399,18096.2104633905,11774.100170177806
0,13,2,24.0,1.3,2000,2845,67.17399,18096.2104633905,11774.100170177806
1,13,1,16.5,3.2,2000,39,70.097835,18096.2104633905,11774.100170177806
0,5,3,5.1,1.7,2000,4476,50.90668500000001,18096.2104633905,11774.100170177806
0,13,3,16.4,2.2,1996,1303,57.440748000000006,18096.2104633905,11774.100170177806
0,14,1,8.3,4.3,2000,73,57.98791500000001,18096.2104633905,11774.100170177806
0,16,3,3.2,6.1,2000,47,59.308644,18096.2104633905,11774.100170177806
0,5,2,5.4,1.4,2000,170,50.673552,18096.2104633905,11774.100170177806
0,13,1,9.0,3.0,2000,244,50.673552,18096.2104633905,11774.100170177806
0,16,3,11.1,1.5,2000,1816,45.59352900000001,18096.2104633905,11774.100170177806
0,16,1,11.0,0.5,2000,2154,46.580937000000006,18096.2104633905,11774.100170177806
0,19,2,-1.8,3.8,2000,53,60.35247,18096.2104633905,11774.100170177806
0,8,3,6.5,1.3,699,37946,57.888528,18096.2104633905,11774.100170177806
0,8,4,6.5,1.3,699,416,57.888528,18096.2104633905,11774.100170177806
0,15,3,-4.9,6.5,1800,291,52.48472399999999,18096.2104633905,11774.100170177806
0,3,2,-0.7,2.0,436,971,54.27375,12379.954721862872,11011.894376737224
0,0,1,-9.4,3.3,2000,1126,31.607682,12379.954721862872,11011.894376737224
0,6,1,-1.8,0.8,1004,22,46.303062,12379.954721862872,11011.894376737224
0,11,1,5.9,2.1,1580,738,45.334272000000006,12379.954721862872,11011.894376737224
0,1,1,3.5,1.0,1721,20,46.262958000000005,12379.954721862872,11011.894376737224
0,9,1,-16.2,2.9,2000,2545,31.040148,12379.954721862872,11011.894376737224
0,11,2,7.1,2.2,534,143,46.309722,12379.954721862872,11011.894376737224
0,18,2,4.1,3.5,2000,55,42.049707,12379.954721862872,11011.894376737224
0,17,2,20.3,2.8,635,107,54.177918000000005,12379.954721862872,11011.894376737224
0,19,1,4.9,3.5,2000,3,54.149487,12379.954721862872,11011.894376737224
0,22,2,8.8,3.2,1258,50,41.68929,12379.954721862872,11011.894376737224
0,18,1,23.1,2.9,1506,24,46.78531200000001,12379.954721862872,11011.894376737224
0,20,1,21.6,3.3,2000,250,53.72208,12379.954721862872,11011.894376737224
0,15,1,33.7,3.7,1843,7230,51.990525000000005,12379.954721862872,11011.894376737224
1,7,2,20.2,1.4,2000,7511,53.64099,12379.954721862872,11011.894376737224
0,1,1,21.5,1.0,2000,460,45.663720000000005,12379.954721862872,11011.894376737224
0,19,1,23.8,2.2,1991,83,54.998943,12379.954721862872,11011.894376737224
0,22,2,17.1,1.0,2000,212,42.885549,12379.954721862872,11011.894376737224
0,19,1,5.2,3.4,1962,1870,55.861953000000014,12379.954721862872,11011.894376737224
0,5,1,-7.6,2.1,1248,45895,33.804390000000005,12379.954721862872,11011.894376737224
0,2,1,-6.2,0.4,2000,207,42.042174,12379.954721862872,11011.894376737224
0,17,2,11.6,3.1,562,216,32.980494,12379.954721862872,11011.894376737224
0,14,1,16.8,3.9,1330,8085,33.300504,12379.954721862872,11011.894376737224
0,15,1,19.3,2.8,863,100,56.198385,12379.954721862872,11011.894376737224
0,20,2,19.2,2.2,1582,16,31.191417,12379.954721862872,11011.894376737224
0,11,2,28.1,2.1,1642,5917,52.701465000000006,12379.954721862872,11011.894376737224
0,16,3,29.6,2.7,2000,125,53.04426899999999,12379.954721862872,11011.894376737224
0,1,1,6.6,3.0,1970,16,32.549094000000004,12379.954721862872,11011.894376737224
0,3,1,4.6,1.3,1415,1884,48.108684,12379.954721862872,11011.894376737224
0,11,2,0.3,1.1,1978,92,47.60822399999999,12379.954721862872,11011.894376737224
0,23,3,3.6,1.6,1707,15,55.746903,12379.954721862872,11011.894376737224
0,19,2,1.1,3.3,1344,152,37.1205,12379.954721862872,11011.894376737224
0,9,1,-4.5,1.3,1487,12,38.241207,12379.954721862872,11011.894376737224
0,18,2,9.2,2.0,1849,136,50.3964,12379.954721862872,11011.894376737224
0,16,1,16.1,4.6,1983,201,37.277274000000006,12379.954721862872,11011.894376737224
